mbid,artist,bio,listeners,playcount,similar_artist
ad87d52b-6780-484e-8ef3-e75b562f10ac,Stunner, Read more on Last.fm,2226,12599,Children of the Reptile
c678e019-b729-45a3-94ca-81df9dd6eb08,La Santa Grifa,"La Santa Grifa es una agrupación de hip hop/rap originaria de Tampico, Tamaulipas (México). Se distinguen por sus letras explícitas que hacen alusión al consumo de drogas y alcohol, reflejando de esta manera no solo su forma de ser sino el difícil camino que por nacimiento muchos jóvenes mexicanos enfrentan. Francos, sin ahorrarse una sola palabra para rimar y sin adornos, La Santa Grifa destaca en la escena del hip hop mexicano con beats inspirados en el gangster rap de la vieja escuela y con rimas que subliman la santa grifa. Read more on Last.fm",116446,5703817,Cartel de Santa
5a53a5b1-9cdc-4a44-a4cf-63c82f9b2e38,Serengeti,"Serengeti is a multidimensional artist that utilizes his eclectic versatility to create unconventional, political music deeply rooted in Hip Hop culture. The use of the title Serengeti is an artistic symbol of his conceptions, forged to mirror the dense lakes and jungles of the African landscape from which his name and lineage is derived. The Chicago-born talent makes music to invoke emotion and promote change, citing racial disharmony, political ostracism and personal conflict as inspiration. Read more on Last.fm",110956,1628003,Open Mike Eagle
938bbcc7-3c04-4209-85fb-fa8b3dcd2672,A$AP Mob,"ASAP Mob (stylized as A$AP Mob) is an American hip hop collective formed in 2006, in Harlem, New York, by members ASAP Yams, ASAP Bari and ASAP Illz . The Mob is a collective of rappers, record producers, music video directors and fashion designers, who share similar interests in music, fashion, style and art. The collective mainly consists of New York-based rappers, most of whom carry the ""ASAP"" moniker, such as ASAP Rocky, ASAP Ferg, ASAP Twelvyy, ASAP Nast and ASAP Ant. Read more on Last.fm",878540,26529172,A$AP Ferg
4e5eadb6-c269-4c33-808e-64c102c823a0,Nyanda,"2013 marked the start of a new chapter for the multi-talented singer/songwriter Nyanda Thorbourne, known to the world as Nyanda from the chart topping Pop/Reggae duo Brick & Lace. Born to a Jamaican father and an American mother, both of whom are musical, she was raised on the sounds of reggae, R&B, Hip Hop and Country – which explains the trans-eclectic sound you hear reverberating from her music.

Nyanda entered the music business in the late 90s singing background vocals for Jamaican icons Marcia Grifiths, Beres Hammond and Diana King. Read more on Last.fm",1401,7709,Ishawna
d252cca8-8214-43e5-b81a-101eb4a1447e,Maxwell,"Maxwell (born in Brooklyn, New York on May 23, 1973) is a Grammy Award Winning American R&B artist. He was enormously important in defining and shaping the soul sub-genre, neo-soul, over the latter half of the '90s. He recorded some of the most ambitious R&B of his time, becoming wildly popular and often earning critical raves in the process. What was more, his recurring theme of romantic monogamy set him apart from the vast majority of his bump'n'grind lover-man contemporaries. Read more on Last.fm",828845,11929113,Musiq
9880800a-f6f8-4f8f-a00e-b4b664776c0c,Jay Rock,"Johnny Reed McKinzie Jr. (born March 31, 1986 in Watts, Los Angeles, California), better known by his stage name Jay Rock, is an American rapper. He was named one of the top 13 most street artists by XXL. His voice has been called a cross between The Notorious B.I.G. and Shyne. He is a part of the rap group Black Hippy which also features Kendrick Lamar, Schoolboy Q and Ab-Soul. Rock signed to Strange Music and released his long-awaited debut studio album Follow Me Home on July 2011. Read more on Last.fm",1375747,25070409,Ab-Soul
43fd8456-e1db-47a0-b973-08ac74e1aa48,Hooss, Read more on Last.fm,12938,232639,Haristone
027716fa-8dcb-48fe-80e0-c7054974468d,Sunny Malton, Read more on Last.fm,1575,14458,Big Boi Deep
8fe3e272-6642-48f0-a887-65a79c451505,Erick Rush, Read more on Last.fm,42,287,Stogie T
0c222801-9b2e-4d94-a6c8-8d0803adc341,Liiight, Read more on Last.fm,298,2460,Ridgy
13331e6d-af8f-4090-8828-715ff946f3ee,Citizen Kay, Read more on Last.fm,14878,81653,Jackie Onassis
1b6d6af6-cf80-47ac-b3fe-d0f5c45c2c50,I.E.,"I.E. (aka Margot Padilla) has been helping audiences lose their inhibitions for nearly a decade now. Emerging out of the same LA “Ravesploitation"" scene that gave us Captain Ahab, I.E.’s music exists somewhere between bedroom K-Pop star, chola rave queen with a computer programming job, and outcast from the mall punk scene. Regardless of how you describe her music, Margot has always been intent on bringing the fun to everyone. So while a great deal of her shows happen at LA mainstay The Smell Read more on Last.fm",3862,16799,True Neutral Crew
59364b13-1a3f-4a49-bc68-7b253d27c12c,Gemitaiz,"Gemitaiz, stage name of Davide De Luca (Rome, 4 November 1988), is an Italian rapper.

 In 2005 he became friends with CaneSecco and founded the Xtreme Team, with which he independently published six projects.

 In 2009 he began his solo career with the publication of Questo Che Vi Consiglio Mixtape, which started a series of mixtapes published almost annually, currently consisting of eight volumes.

 In 2011 he began his partnership with MadMan, who became his main collaborator and with whom he published three works. Read more on Last.fm",66732,7983513,Madman
81920682-bb79-4b62-afa8-fe8dece0227c,Kaaris,"Okou Gnakouri, better known as Kaaris, is a French rapper from Sevran, Ile-de-France, born January 30, 1980 in Cocody, Abidjan, Ivory Coast.
Active in the rap scene since 1999, he knows a tumultuous journey before reaching celebrity in 2012 because of a featuring with the rapper Booba. His first album called Or Noir is released in 2013, after releasing two solo projects of smaller span. Read more on Last.fm",104640,5631445,Booba
b3ec21c2-d8f6-49db-870d-9402712e32f9,D-Weez, Read more on Last.fm,70,465,H2MG AR
13bcb2bb-db37-4397-baf5-e0f085be2d64,Rick Ross,"
William Leonard Roberts II (born January 28, 1976), better known by his stage name Rick Ross, is an American rapper. He derived his stage name from the drug trafficker ""Freeway"" Ricky Ross. Ross founded the record label Maybach Music Group, on which he released his studio albums Deeper Than Rap ,Teflon Don, God Forgives, I Don't, Mastermind, Hood Billionaire, Black Market, Rather You Than Me, and most recently Port of Miami 2. 

William Leonard Roberts II was born in Coahoma County Read more on Last.fm",2439237,36502418,Young Jeezy
e4b3f55b-3df4-41d9-9a23-25145cdf879d,OG Ron C,"One of the founding members of Swishahouse, ""OG Ron C"" is the official DJ of Chamillitary Entertainment. He has made a name for himself in Houston with all the screwed & chopped CDs he has done. OG Ron C/DJ Lil Steve usually go by the slogan ""Chopped-Up Not Slopped-Up"" which implies that his Screwed and Chopped skills are perfect and unique. He is signed to Platinum Sounds/Wreckin Yard. Wreckin Yard is his group of three rappers and two DJs including himself. Read more on Last.fm",27779,143385,Slim K
582f54b0-d94e-4966-b0a7-6d731531ad46,Naps,"1)  Nabil Arlabelek (French pronunciation: ​[nabil aʁlabelɛk]; born 27 July 1986, Marseille), better known by the stage name Naps, is a French rapper of Algerian origin. Coming from the Air Bell suburb of Marseille, he started rapping in 2006 at the age of 15. Two years later he formed Click 11.43 with two other rappers, KOFS and Sahime. The formation had considerable following particularly with the incarcerated population in France. Naps also released his own solo materials and collaborated with many other rappers. Read more on Last.fm",100228,4552906,Jul
03a9eb64-5fde-4a63-b923-bd59449782a8,Juan Pablo Vega,"Juan Pablo Vega nació en Bogotá, Colombia, en el seno de una familia orientada al trabajo en la música. Desde pequeño se inclinó por la guitarra y en su adolescencia fue un aficionado al metal. Al terminar su educación básica entró a estudiar Comunicación Social y Periodismo en la Universidad de la Sabana, pero decidió retirarse y dedicar todo su tiempo a la música después de conocer al productor Julio Reyes Copello, con quien empezó un proceso de aprendizaje como compositor, arreglista y productor. Read more on Last.fm",51073,557025,Diamante Eléctrico
07c80a0c-a783-4585-9710-f9b4cf455c6e,Kulto Kultibo, Read more on Last.fm,3276,48731,Mistah Godeh
a0156ca2-29c0-4d16-84dd-e772201c543f,Zeptah, Read more on Last.fm,999,28623,Lyrium
7a1fb209-f217-43d2-a63e-f4f63ce6afba,Waor, Read more on Last.fm,373,4125,Suite Soprano
5b8ec72b-9e39-4a06-a2bf-964166b92a71,Tory Lanez,"Tory Lanez was born Daystar Peterson on July 27th, 1992 to his father, Sonstar Peterson and his mother, Luella Peterson in Toronto, Canada. At the age of 11, Tory discovered that his mother was ill with a rare disease that affects  four in every one million people. With the devastating loss of his mother and the absence of this father who is an ordained minister, Tory was forced to provide for himself at the early age of fourteen. Although his dad was not present in his everyday life Read more on Last.fm",1928385,143997731,Bryson Tiller
ce38cf00-f7f7-4664-84e1-a6830b7b1442,Werkha,"Werkha hails from Manchester originally and released his debut EP back in 2012. Following early praise from Gilles Peterson and the like, he we went on to release a series of records for Brighton-imprint Tru Thoughts, including an album in 2015, 'Colours Of A Red Brick Raft', and co-writing / producing Bryony Jarman-Pinto's debut album in 2019. He's provided remixes for Quantic, Marcos Valles, Dutch Uncles, Andrew Ashong & J-Felix, toured across Europe with Bonobo Read more on Last.fm",27782,143539,Shakarchi & Stranéus
6b7e7969-3648-435b-bf56-d7ad48f89146,Ezra,"There is more than one artist with this name:

1) Ezra is a Japanese heavy/speed metal band, formed in 1989.

2) EZRA are a progrock band from Wales with 3 albums to their credit and signed to F2 music.

More information can be found on their MySpace.

3) Ezra is a local metal band from Union County, New Jersey.
They are currently unsigned, but have a four-song self-released demo.

Current Members:
Vocals: Irene Soldatos
Guitar: Ed Mazura
Guitar: Jason Cruz Read more on Last.fm",43620,380746,Koi
3bf21c7a-30c0-4c68-860b-7d951d2f1a6a,Gema, Read more on Last.fm,1071,6545,fellazzio
5fa6f06f-1176-4339-bca6-934059391096,Lil Raider, Read more on Last.fm,4868,22499,14 Caliber
2fc25c65-be53-4617-bb98-d0245001f9fa,Polimnia, Read more on Last.fm,76,158,Bobo Rondelli
5d2deac3-ef08-440e-be4c-8246c7d97a7e,Gena,"There are two acts who perform under the name GENA:

Gena, a band based in St. Petersburg, RussiaG.E.N.A. (Short for “God Energy, Naturally Amazing” and loosely inspired by Gina from Martin), a superduo consisting of musicians Liv.e and Karriem Riggins

a) GENA, a russian band based in St. Petersburg, notable not only for its superb atmospheric sound but also for its unique lineup. It began in mid-June 2015 as a drone project by Herbert Liskin. Read more on Last.fm",25329,294304,shedfromthebody
1989dd59-7f11-4c90-9450-4d728ed07fb0,Ghostemane,"Eric Whitney (born 15 April 1991),[2] known professionally as Ghostemane is an American artist and musician from Lake Worth, Florida.

Growing up in Florida, Whitney was originally a guitar player for hardcore and doom metal bands.[3] Whitney moved to Los Angeles, California after starting his career as a rapper eventually finding success in the underground.


Eric Whitney was born 15 April 1991 in Lake Worth, Florida to parents from New York. Whitney grew up in West Palm Beach, Florida. Read more on Last.fm",840878,43632202,"Ghostemane, Parv0"
c978681c-ec46-46b4-8b44-1070b6e67b9f,Hyu,"HYU, nascido Thallys Lemos, é um artista e produtor independente majoritariamente da cena eletrônica/ambient/experimental. Influenciado por artistas como Björk, Grimes e Melanie Martinez se descobriu apaixonado pelas etapas de produção em meados 2016/2017 com seus primeiros dois lançamentos 'My Own' e 'Playing Good'. Embora use seu avatar, HYU não é um artista virtual. Possui um vasto catálogo de músicas em sua discografia eclética, conseguindo assim agradar diversos públicos fãs de sua sonoridade única. Read more on Last.fm",2341,18717,Koota Tanimura
8b22acd6-20e6-4463-a75c-c14b5cfdb666,Earl Sweatshirt,"Thebe Neruda Kgositsile (born February 24, 1994), better known as Earl Sweatshirt, is an American rapper, songwriter, and record producer. He released his debut mixtape, EARL, as a free digital download on the OFWGKTA website at sixteen years-old, with the help of founding OFWGKTA member Tyler, the Creator. During the years of 2010 - 2012, he was sent to a reform school, which prompted the #FreeEarl meme. His debut studio album, Doris, was released in 2013 to widespread critical acclaim. Read more on Last.fm",1561664,150756704,Mike
9b32c0b6-5df9-413e-a81c-64361ea634f0,Pro Zed, Read more on Last.fm,62,257,Kenny K-Shot
5b85661e-dcf5-4fe8-9a41-8477d2ced9a3,Bucci, Read more on Last.fm,3805,29606,Young 501
9a8e00e0-1d78-494d-969f-163ddb92f477,615 Exclusive, Read more on Last.fm,690,1847,Stic Em
c5405f72-0085-4e6d-b3d7-b76cceca8ba6,Wizdom,"Wizdom, Seattle emcee. www.wizdomsound.com Read more on Last.fm",15795,57504,Pamoja
65a01fd2-35fb-4817-90d5-ab5506b21161,Lil Pump,"Gazzy Garcia (born August 17, 2000), known professionally as Lil Pump, is an American rapper and songwriter.

Born in Ohio, Garcia rose to popularity late 2015 via music sharing website SoundCloud, gaining millions of streams on the site. 

Lil Pump's rap career started when he met now frequent collaborator and friend Smokepurpp. After Pump was expelled from school for fighting in 2016, he was asked by Smokepurpp to free-style on a beat he produced, which we now know as Lil Pump's debut self-titled single. Read more on Last.fm",732959,13246810,Smokepurpp
b5997eef-2516-491a-a10e-5cee842bbcdc,Louis Prima,"Louis Prima (December 7, 1910 - August 24, 1978) was born into a musical family in New Orleans. His family emigrated from Sicily, Italy, and after a brief stay in Argentina settled in the United States. Prima studied violin for several years as a child. His older brother Leon was a well regarded local bandleader. Prima was proud of his heritage, and made a point of letting the audience know at every performance that he was Italian-American and from New Orleans. Read more on Last.fm",784680,6490009,Louis Prima & Keely Smith
f0676546-4ea7-42bf-9f8e-ff5f0bfdae85,Young Greatness,"Young Greatness (Theodore Jones, New Orleans, Louisiana, U.S.A, September 19, 1984 – October 29, 2018) was an American rapper. He is best known for his 2015 single Moolah, which peaked at number 85 on the Billboard Hot 100 chart.

Jones was born on September 19, 1984, in New Orleans, but moved to Houston after Hurricane Katrina. He grew up listening to Juvenile, Jay-Z and Biggie Smalls.

Taking the name Young Greatness, he began attracting notice from Houston rappers such as Bun B and Mike Jones Read more on Last.fm",30213,145250,TK N Cash
d305d941-ebfa-446c-b997-26e064a0c45a,Micall Parknsun,"Micall Parknsun is a British rapper/producer. He has been quietly involved in the UK hip-hop scene for a while, yet he only has a small number of releases to his name.

He was first noticed on the scene as a duo with fellow rapper R.A.M, under the name ""2Halves"", with tracks such as ""Freedom Fighters"". The duo then later split up & with Micall focusing on a solo career, released the highly acclaimed 12"" vinyl ""Tha Shit/Da Struggle"", 2004 which featured rapper Jehst. Read more on Last.fm",10671,86312,Asaviour
b95e5c32-beac-47e1-8150-515e4b087ccb,KC Ortiz, Read more on Last.fm,1016,4548,Shea Diamond
ba20c61a-fa32-4bf9-89a2-bee23c0d9a9b,Soge Culebra, Read more on Last.fm,56361,1275449,Natos y Waor
cbc34cc2-bcf4-4bf3-b12c-41b1e6f054ec,Xtacy, Read more on Last.fm,393,1645,Emarshal
0404fe5d-3237-47d2-b6e7-283ff08113d5,Crack Ignaz, Read more on Last.fm,11706,294271,YOUNG KRILLIN
d405f499-9cb9-4097-bade-7180cc8d26bd,Nag,"at least three artists named Nag:

1. punk/post-punk from Atlanta Georgia. recently released Observer and Dead Deer.

2. punkish metal from Stavanger, Norway.

3. Mellow pop artist from India Read more on Last.fm",12993,128034,Judy And The Jerks
e8979f75-9110-4df8-ac70-898898d080d1,Maluma,"Juan Luis Londoño Arias (Born January 28, 1994, Medellín, Colombia), is a singer of Colombian nationality. He began his musical career at an early age in his hometown of Medellín, there has developed an established career in Latin America, becoming nominated for several awards from major musical relevance.

Prior to serving as a singer, Maluma started in football, a sport he practiced for eight years in a row, reaching the lower divisions of the equipment Atlético Nacional and La Equidad. Read more on Last.fm",987558,30922521,J Balvin
8e48720d-91ca-44df-ad61-225aedba00b9,Dana Coppafeel, Read more on Last.fm,1546,8614,Jay Fay
26518b78-7392-45a4-86c3-a01010674f14,Novem, Read more on Last.fm,785,18217,kileumre
da9a581b-bca3-42e8-906c-3710ccb88ec1,El Jose, Read more on Last.fm,7751,125817,Pedro Pastor
c4ad2010-0b5d-4c29-b5b6-6d644503de6a,Charles Ans, Read more on Last.fm,45949,2111237,Gera MX
6edb07aa-c153-42dd-8554-f1859c0fafa5,Fang,"There are at least 5 acts called Fang:

1. The first rumblings from Bay Area street demons Fang came around '80, with the experimental psychedelic 2-song EP ""Yukon Fang,"" the brainchild of guitarist Tom Flynn.  After this record's release, vocalist Sammy (a.k.a. ""Slammie,"" ""Sammytown"") was recruited from a punk band called Shut Up, and the classic ""Fun With Acid"" was recorded.  This appeared on the '82 Alternative Tentacles/MRR comp. double LP ""Not So Quiet On The Western Front,"" soon followed by the 8-song 12"" EP ""Landshark,"" in '82. Read more on Last.fm",67894,810897,Flipper
5f8fd2d5-407b-4f38-bef0-35278078a7f2,Fly Anakin,"Fly Anakin (born Frank L. Walton, Jr.) is an American rapper from Richmond, Virginia; best known as a member of the collectives Mutant Academy and Scheme Team. In 2014, Fly Anakin formed the Mutant Academy collective with fellow rapper Henny L.O., releasing the collaborative mixtape Open House that same year. This was followed by mirrors_episode.1, a collaborative EP with producer Ewonee. Anakin's debut solo mixtape Elsewhere Ave. was finally released in July 2015; followed by The Mandate [side a] EP with Koncept Jack$on Read more on Last.fm",59561,1073061,Mutant Academy
2135abf5-6191-48f3-adf8-d5cdf42e4629,Hoke, Read more on Last.fm,28751,2567342,Cruz Cafuné
1bef7f42-2960-4683-81bc-8b3b44aaa395,Task Force,"1) These two brothers from Highbury Estate in North London form one of the bigger names in UK Hip-Hop. Chester P and Farma G are the two emcees you'll hear on their series of albums entitled 'Music from the Corner' (aka MFTC), currently in its 4th incarnation. The two work closely with DJ Louis Slipperz and others such as young artist Remus (10 years old when he first appeared on a Task Force album). The music is known for its dark production and melancholic themes, accompanied by intricate lyrics. Read more on Last.fm",25482,305294,Chester P
09589937-20f0-40f8-a473-b22a0bac9ce5,Loyle Carner,"Loyle Carner, born Benjamin Gerard Coyle-Larner, is an acclaimed English hip hop musician from South London. He is known for his introspective, confessional, and poetic style of rap, often incorporating jazz-infused production. His music delves into themes of personal identity, family, grief, politics, and his experiences with ADHD and dyslexia.

Key aspects of Loyle Carner's career and artistry:

Musical Style: His sound is often described as ""languid"" and ""introspective Read more on Last.fm",523683,21556823,Kofi Stone
fdc223df-3909-473e-bfc3-f4da93f60847,LMR, Read more on Last.fm,732,4134,La Bartola
ca9766a0-1c30-43e6-a213-bac1334efc4a,Steve Lacy,"(1) Steve Thomas Lacy-Moya (born May 23, 1998), better known as Steve Lacy, is an American musician, guitarist, bassist, singer-songwriter, and record producer. He was born in Compton, California, and gained recognition as a member of the Grammy-nominated R&B band, The Internet, in 2015. In February 2017, Lacy released his debut project, a song series, titled “Steve Lacy's Demo” and his debut album,  “Apollo XXI”, was released on May 2019. On December 4, 2020, Lacy released a compilation album titled “The Lo-Fis”. Read more on Last.fm",3062192,281894231,The Internet
109bab67-2343-4807-bd40-f4fa99e16394,Fuego,"There are several artists with this name:
---
1) Miguel Duran:
Hearing the sounds of his father's instrumental harmonies and melodic tunes before his birth would only make it natural for Miguel Duran to bear the innate ability to follow in his own father's footsteps as a musician. On September 24th, 1981 in Washington DC, Miguel Duran was born. His father would make it a point to teach Miguel everything he knew about music. He knew it wouldn't be an easy task to raise a kid in a cruel harsh world Read more on Last.fm",244829,2404368,Chino & Nacho
fde1cff2-5a7b-4e8c-9666-110fa90500fb,Big Boys,"The Big Boys was a pioneering punk rock band who are credited with having helped to create and introduce skate punk as a new style of music, which became popular in the 1980s.

Based in Austin, Texas the band members were Randy 'Biscuit' Turner on vocals, Tim Kerr on guitar and Chris Gates on bass. Over the years the group played with four drummers in all; Steve Collier, Greg Murray, Fred Shultz and Rey Washam. The band also featured a horn section on some recordings and at many of their shows.  Read more on Last.fm",44378,710405,JFA
01e79b84-bfe1-4631-a869-97b9d1276d23,River,"There are multiple artists named River:

1) River is a band founded by Ant Balci, leader and founder guitarist of the Turkish death metal band In spite, in 2006. River is also a debut album by Ant Balci, who has no financial purpose, therefore has distributed his song over internet. 
http://www.river-project.com/tr/

2) River is a Cascadian folk band from Oregon and Washington, USA, formed by Nate Myers (Leech, Mania, Vault Dweller), Dylan Bloom (Huldrekall, Wake) and Michael Korchonnoff (Alda, Novemthree, Satus). Read more on Last.fm",69882,408019,Omnia
6143403a-df6c-429e-8ee6-ef869896b0da,Quavo,"Quavious Keyate Marshall (born April 2, 1991), known professionally as Quavo, is an American rapper and record producer, one third of Atlanta hip-hop group Migos alongside Takeoff and Offset.

Quavo’s individual career was initiated by a series of guest features for acclaimed hip-hop artists like Travis Scott, Young Thug, A$AP Ferg, Post Malone and DJ Khaled. On December 21, 2017 he released a collaboration album with Travis Scott called Huncho Jack, Jack Huncho. He released his debut solo album QUAVO HUNCHO on October 11, 2018. Read more on Last.fm",1254226,29938236,Migos
c6db9157-7499-4f1b-97fb-98a251dc64c2,Noah23,"Since the early 2000s Guelph, Ontario's Noah23 has been building up his reputation of being one of the strangest rappers in the galaxy.  With his quick tongued raps, cultural reference infused stream of consciousness lyricism and a knack for writing gorgeous melodies, Noah has become well respected as one of the top independent Canadian rappers.

Over the years Noah has shared stages and songs with everyone from Clouddead and Sole of the original Anticon collective to Kool Keith, Islands and Matisyahu. Read more on Last.fm",33164,399497,Factor
47aefc38-d133-4e8c-936a-8ba9a360f679,Chicho Beats, Read more on Last.fm,2481,20946,Joqerr
8c116123-5d68-4dd4-823b-4bec4a293780,Franky Style,"Francisco Sebastián Argíz, conocido en el ambiente musical como Franky Style, es un rapero argentino. Nació en la provincia de Neuquén, Argentina. Ganó popularidad con el grupo argentino de rap Terrorista Style. Read more on Last.fm",26425,893564,Homer El Mero Mero
168db552-4248-472f-8d9c-d6cecb95e5c8,Travy P, Read more on Last.fm,1946,9175,Sophiegrophy
10df38da-1292-4881-bd96-c6dfead3934b,Lacrim,"Karim Zenoud (born 19 April 1985), better known by his stage name  Lacrim, is a French rapper of Algerian descent. After collaborations with various rap artists, he released his album ""Faites entrer Lacrim"" on May 14, 2012 followed by a mixtape ""Toujours le même"" in Dec 17, 2012. The following two albums, ""Corleone"" in 2014 and ""Force et Honneur"" in 2017 both topped the French Albums Chart. He also released three successive mixtapes under the R.I.P.R.O series; two in 2015 and a third in 2017. Read more on Last.fm",100486,3493692,Niro
f413cdd0-de4a-4bc4-af44-96f792b6ef5e,Reklews, Read more on Last.fm,1642,21814,King Grubb
0d37f1cd-ee7f-4b5d-a565-11c105c55898,Baby Angel, Read more on Last.fm,764,3762,milkcartonangel
6ec73176-6ea6-49d3-87e8-35b5fe6813f5,Promoe,"Promoe (Mårten Edh) is a Swedish emcee, and member of Swedish hip-hop group, Looptroop Rockers.
Promoe has released five albums, quite a few 12""s and also many singles with Astma&Rockwell which you can download for free on Looptrooprockers.com. Promoe's albums to date are: Government Music, Long Distance Runner, White Man's Burden, Standard Bearer and the newest one is Kråksången which is in swedish. The label is Looptroops own, David versus Goliath (DvsG) since 1998, which is distributed through Burning Heart. Read more on Last.fm",159576,4565760,Looptroop Rockers
88c05751-d71c-4594-aca1-cfcb682083a6,Almighty,"Almighty is a hiphop supergroup of Babygrande Records. Their debut album Original S.I.N. (Strength in Numbers) was released on July 22nd 2008 with  Babygrande Records. 

Almighty, the Wu-Tang affiliated supergroup consists of Killah Priest, Bronze Nazareth, C-Rayz Walz, Son One, M-Eighty, 5-Star and more, offer their debut collaborative effort: ""Original S.I.N. (Strength in Numbers)."" 

Boasting a supergroup collective rivaling any crew of independent MCs and beatmakers Read more on Last.fm",68631,1737359,Anuel AA
6394a720-fecb-4549-bc50-1a4e4f43e638,Ampichino,"Akron, OH 'gangsta' rap artist. Part of Yukmouth's Regime. Albums include: ""Intergalactical"" and ""Mysery"". Mixtapes include ""City of G'z"" with Boss and Freeze, ""357 Magnum"" and ""AK-47"" which are seen as classic Amp mixtapes, ""Stock Xchange"" with BA from 3xKrazy, Boss and Freeze, ""Devilz Rejects"" with Jacka of the Mob Figaz, ""Traffic"" with Berner. Ampichino has many upcoming projects and collaborations. Devilz Rejectz The House Of The Dead will be in stores Oct. 19th. 2010! Read more on Last.fm",7788,64969,Fed-X
113e25de-8617-472a-8454-38f9fc96530a,Kid Quill,"Mitchell Quilleon Brown, known by his stage name Kid Quill, is an American rapper from Shelbyville, Indiana. The name Kid Quill originates from his middle name Quilleon with the addition of Kid to the beginning.

He made his first notable appearance with his 2016 album The Name Above The Title. It charted Top 10 on iTunes Hip-Hop/Rap. It also charted as a Billboard Heatseaker.

In September 2017, Brown followed his first album with 94.3 The Reel. This also charted Top 10 on iTunes Hip-Hop/Rap Charts. Read more on Last.fm",70299,1651644,BabyJake
2a5a8871-ef4a-4a69-b3bb-057ca472f20c,Bko,"BKO Quintet’s music is born from a meeting between five established artists:
Ibrahima Sarr, powerful percussionist, masters with ease the sounds of the djembe drum and has traveled the world alongside Oumou Sangare. Fassara Sacko whose voice takes you from aback, differs from other griots in traditional celebrations.Yoro Sidibé’s grandson, Nfali Diakité ,with his infernal « tournes », also sings and plays his donsongoni in animist ceremonies celebrated by his peers. Read more on Last.fm",10597,96207,Equalz
f7ca9bf6-66d0-4613-9787-4e7e452bb339,Scoot Da Kidd, Read more on Last.fm,1339,6680,42 Twinz
2d049e0f-9069-474f-a7fd-3c48f7a92b68,Shelow Shaq, Read more on Last.fm,44442,286361,Rochy RD
c616c298-3b85-41b4-a16d-f7fcb530f3be,Starvz, Read more on Last.fm,118,1349,Local
6a9e8c19-2f68-44a7-99e1-d24a065681e1,Santoz,"Francisco Porta, known artistically as Santoz, was born in 1997 in Villa Martelli, Buenos Aires and currently lives in the city of Córdoba.

He is a rapper, producer and beatmaker. Read more on Last.fm",27061,482849,Marcianos Crew
caaa5e94-1667-4e74-b935-6fb7a9ad749c,Nic,"NIC – das sind drei Buchstaben die sich bei vielen Pop-, Party- und Schlagerfans in Kopf und Herz gebrannt haben. Wo immer er auftaucht, verfallen vor allem weibliche Fans in Hysterie, verliebte Paare in Foxwahn, und Männer in Anerkennung. Der 27-jährige Sänger sorgte vor drei Jahren mit „Einen Stern (der deinen Namen trägt)“ zum ersten Mal für Furore. NICs Version platzierte sich erfolgreich unter die ersten Zehn der Media Control Single Charts und notierte insgesamt 20 Wochen in den TOP 100. Read more on Last.fm",34578,269055,Andreas Martin
506991f3-b29b-4571-9a70-a24c362b2ef6,Still Ill,"1. A DJ from Canterbury, UK.  With Leisureware he runs the Bump Night. http://bumpnight.blogspot.com/


2. Hardcore / punk / whatever band from Santa Rosa, CA (formerly Youths). http://still-trill.bandcamp.com/ Read more on Last.fm",1900,14649,Senyor Oca
2db14283-2801-4357-a0ba-7676602a0243,Urban Hype,"Urban Hype were known for their UK styled techno / rave featuring a pre-jungle styled beats. 

In the UK in the early 1990s it became popular for a short while to release dance music tracks based on children's TV programmes/educational adverts. The Prodigy released the track Charly in 1991 which was then promptly followed in 1992 by Sesame's Treet by the Smart E's and A Trip To Trumpton by Urban Hype which was based on the original Trumpton music by Freddie Phillips with heavy use of Trumpton samples such as ""Time for Trumpton"" Read more on Last.fm",20311,99713,Altern 8
29776ddc-f7db-4ce6-b318-707e9cc46cba,Porter Ray,"From the same wet blocks that spawned Quincy, Jimi and Ishmael, comes Porter Ray.  Having previously penned six projects showcasing dexterous wordplay, unflinching honesty and vulnerability, tempered with equal degrees of braggadocio and charm; Porter is an old soul, a story teller par excellence, a griot possessing insight beyond his years. Read more on Last.fm",6739,48449,Knife Knights
6b890f74-e0a7-4c8e-860c-dee3f3d50d05,Baby Brown, Read more on Last.fm,7565,43741,Rayven Justice
b02ec63e-e78d-43e5-a594-462e95036e8d,Yo Gotti,"Mario Mims (born May 19, 1981 in Memphis, Tennessee), better known by his stage name Yo Gotti, is an American rapper signed to Cash Money Records. Formerly known as Lil Yo in the 90's, he released his first album, From Da Dope Game 2 Da Rap Game, in 2000. Since then he has released 2001's Self-Explanatory, 2003's Life, 2006's Back 2 Da Basics, 2008's Cocaine Muzik, 2009's CM2 (Cocaine Muzik 2 hosted by DJ Drama), and The Pyrex King: Street Runnaz Special Edition. Read more on Last.fm",1216306,11054476,Young Jeezy
ae5e8cc8-931d-4756-b315-4075609a2ec2,Hugo TSR,Le nom correct est Hugo (TSR Crew) Read more on Last.fm,37836,2203812,TSR Crew
6d063567-dbf9-4b2a-bd11-1a4450cd93ca,Rich The Kid,"Dimitri Leslie Roger (born July 13, 1992), professionally known as Rich The Kid is an American rapper. Signed to Rostrum Records, he released his debut studio album, The World is Yours, on March 30, 2018. His second studio album, The World is Yours 2, was released on March 22, 2019, and his third studio album, Boss Man, on March 13, 2020. Read more on Last.fm",808630,15722211,Quavo
